time,open,high,low,close,Volume,Volume MA
2006-02-01T01:00:00Z,2.172297,2.191692,2.046226,2.094715,39602954,45843095.1
2006-03-01T01:00:00Z,2.104413,2.11411,1.958946,2.104413,84137998,48879022.5
2006-04-03T01:00:00Z,2.104413,2.240181,2.046226,2.211088,53872233,50733284.1
2006-05-01T01:00:00Z,2.211088,2.211088,1.929853,1.958946,45345517,52141290.95
2006-06-01T01:00:00Z,1.968644,2.055924,1.764991,1.861969,67244398,54588426.6
2006-07-03T01:00:00Z,1.881364,1.949248,1.774689,1.881364,68248755,55874383.65
2006-08-01T01:00:00Z,1.891062,1.997737,1.823178,1.997737,80915605,57385031.7
2006-09-01T01:00:00Z,1.988039,2.143203,1.978342,2.085017,57789628,58699440.7
2006-10-02T01:00:00Z,2.123808,2.162599,2.055924,2.104413,85389842,61485572.55
2006-11-01T01:00:00Z,2.11411,2.405043,2.104413,2.317763,49932134,61562578.55
2006-12-01T01:00:00Z,2.317763,2.5893,2.269274,2.5893,98090726,63894006
2007-01-01T01:00:00Z,2.5893,2.666882,2.366252,2.405043,126079678,68198250.85
2007-02-01T01:00:00Z,2.405043,2.5893,2.317763,2.337159,80472211,69639038.95
2007-03-01T01:00:00Z,2.346856,2.37595,2.094715,2.317763,156857939,75285183.35
2007-04-02T01:00:00Z,2.317763,2.637789,2.259576,2.521416,151791823,79820886.6
2007-05-01T01:00:00Z,2.521416,2.725069,2.453532,2.725069,76384663,81435471.35
2007-06-01T01:00:00Z,2.734766,2.85114,2.598998,2.85114,87043832,80858533.65
2007-07-02T01:00:00Z,2.860837,3.219654,2.550509,2.628091,122708793,81802515.3
2007-08-01T01:00:00Z,2.608696,2.618393,2.220785,2.278972,172664697,88132847.5
2007-09-03T01:00:00Z,2.278972,2.695975,2.249879,2.647487,88128620,89635102.3
2007-10-01T01:00:00Z,2.637789,2.67658,2.230483,2.511718,131819144,94245911.8
2007-11-01T01:00:00Z,2.540811,2.550509,2.094715,2.259576,92101704,94644097.1
2007-12-03T01:00:00Z,2.317763,2.424438,2.143203,2.385647,74721392,95686555.05
2008-01-01T01:00:00Z,2.28867,2.37595,1.784387,2.104413,164760804,101657319.4
2008-02-01T01:00:00Z,2.104413,2.269274,2.007435,2.181994,87375875,102663893.3
2008-03-03T01:00:00Z,2.065622,2.327461,1.842573,2.308065,148446720,106673791.5
2008-04-01T01:00:00Z,2.259576,2.492322,2.249879,2.492322,79698824,106612952.5
2008-05-01T01:00:00Z,2.540811,2.637789,2.28867,2.37595,95889180,108517930.1
2008-06-02T01:00:00Z,2.424438,2.453532,2.094715,2.143203,66972174,107597046.7
2008-07-01T01:00:00Z,2.162599,2.414741,1.920155,2.230483,86972673,109449073.6
2008-08-01T01:00:00Z,2.211088,2.472927,2.172297,2.230483,84800014,108784538
2008-09-01T01:00:00Z,2.220785,2.28867,1.677711,1.81348,102209201,107591014.2
2008-10-01T01:00:00Z,1.910457,1.968644,1.299499,1.532245,106689621,108901884.7
2008-11-03T01:00:00Z,1.629222,1.774689,1.124939,1.435267,99503425,106034159
2008-12-01T01:00:00Z,1.357685,1.415872,1.057055,1.328592,95132305,103201183.1
2009-01-01T01:00:00Z,1.347988,1.629222,1.181379,1.425465,134225854,106093242.6
2009-02-02T01:00:00Z,1.386411,1.396175,1.122798,1.230196,115237792,107502940.6
2009-03-02T01:00:00Z,1.200906,1.327831,0.995873,1.191142,179930008,110364001.4
2009-04-01T01:00:00Z,1.200906,1.464519,1.191142,1.308304,121071787,107784355.9
2009-05-01T01:00:00Z,1.337594,1.591444,1.259486,1.484046,223398203,114547835
2009-06-01T01:00:00Z,1.513336,1.610971,1.376648,1.55239,130119803,114462868
2009-07-01T01:00:00Z,1.532864,1.698842,1.435229,1.659788,140659097,116890737.6
2009-08-03T01:00:00Z,1.679315,1.835531,1.542627,1.610971,175928357,121951085.9
2009-09-01T01:00:00Z,1.620735,1.894112,1.620735,1.884348,170671005,122246595.9
2009-10-01T01:00:00Z,1.903875,1.903875,1.708606,1.816004,173360620,126545833.2
2009-11-02T01:00:00Z,1.767186,1.894112,1.767186,1.894112,99847757,124115885
2009-12-01T01:00:00Z,1.884348,2.187015,1.825767,2.167488,103051539,125283520.8
2010-01-01T01:00:00Z,2.147961,2.147961,1.80624,1.894112,138887190,127433421.3
2010-02-01T01:00:00Z,1.894112,1.972219,1.855058,1.884348,94705118,128820068.5
2010-03-01T01:00:00Z,1.903875,1.962456,1.864821,1.874585,166927449,132817807.3
2010-04-01T01:00:00Z,1.903875,1.972219,1.825767,1.894112,135541041,135354858.6
2010-05-03T01:00:00Z,1.874585,1.903875,1.767186,1.835531,131320202,136810408.7
2010-06-01T01:00:00Z,1.825767,1.874585,1.767186,1.77695,102805723,136616213.8
2010-07-01T01:00:00Z,1.786713,2.069854,1.767186,2.069854,142816127,138781848.9
2010-08-02T01:00:00Z,2.079617,2.157725,1.972219,2.021036,167458003,142398133.8
2010-09-01T01:00:00Z,2.0308,2.235833,2.0308,2.138198,144799029,142926792.5
2010-10-01T01:00:00Z,2.118671,2.138198,1.952692,2.011273,192173620,146773583.9
2010-11-01T01:00:00Z,2.021036,2.128435,1.972219,2.0308,141482581,144851212.6
2010-12-01T01:00:00Z,2.0308,2.099144,1.962456,2.021036,82408240,142918035.2
2011-01-03T01:00:00Z,2.0308,2.147961,2.021036,2.040563,90431013,136269675.7
2011-02-01T01:00:00Z,2.050327,2.108908,1.952692,1.952692,87937027,134160536.9
2011-03-01T01:00:00Z,1.952692,2.021036,1.835531,1.991746,103231800,132289172.1
2011-04-01T01:00:00Z,1.952692,1.991746,1.903875,1.981983,192784061,133131957.3
2011-05-02T01:00:00Z,1.991746,2.011273,1.923402,2.011273,117006631,130448738.6
2011-06-01T01:00:00Z,2.00151,2.021036,1.884348,1.991746,109146711,127238043.1
2011-07-01T01:00:00Z,1.991746,2.108908,1.972219,1.991746,117989887,128145149.6
2011-08-01T01:00:00Z,2.00151,2.069854,1.874585,2.069854,182864424,132135793.9
2011-09-01T01:00:00Z,2.069854,2.099144,1.962456,1.981983,125002768,131441572.8
2011-10-03T01:00:00Z,1.962456,2.00151,1.898993,2.00151,99459575,131679295.6
2011-11-01T01:00:00Z,1.981983,2.00151,1.894112,1.991746,66568574,126661351.9
2011-12-01T01:00:00Z,1.981983,1.991746,1.772068,1.786713,100789021,124923750.9
2012-01-02T01:00:00Z,1.786713,1.972219,1.77695,1.820886,129959008,124855691.2
2012-02-01T01:00:00Z,1.825767,2.011273,1.816004,2.011273,122767910,125853800.5
2012-03-01T01:00:00Z,1.981983,2.0308,1.923402,1.972219,98757975,123650892.9
2012-04-02T01:00:00Z,1.962456,2.0308,1.933165,2.0308,78014309,119178708.2
2012-05-01T01:00:00Z,2.021036,2.040563,1.928284,2.00151,157038540,119790683.8
2012-06-01T01:00:00Z,1.962456,2.099144,1.938047,2.099144,111149076,115739456.6
2012-07-02T01:00:00Z,2.108908,2.245596,2.040563,2.216306,136678957,115499275.4
2012-08-01T01:00:00Z,2.187015,2.362758,2.167488,2.304177,107751718,116766449.3
2012-09-03T01:00:00Z,2.304177,2.392048,2.245596,2.352994,122434013,118366599.3
2012-10-01T01:00:00Z,2.343231,2.450629,2.28465,2.304177,137503458,120844920.8
2012-11-01T01:00:00Z,2.28465,2.372521,2.226069,2.343231,126786977,122022679.7
2012-12-03T01:00:00Z,2.343231,2.372521,2.255359,2.31394,115379134,118152433.3
2013-01-01T01:00:00Z,2.333467,2.499446,2.304177,2.470156,132877023,118945952.9
2013-02-01T01:00:00Z,2.489683,2.655661,2.450629,2.509209,106183631,118797798.9
2013-03-01T01:00:00Z,2.528736,2.587317,2.460392,2.5385,189734942,122385051.7
2013-04-01T01:00:00Z,2.548263,2.79235,2.509209,2.684952,210696763,123776668.6
2013-05-01T01:00:00Z,2.675188,2.714242,2.245596,2.265123,204381380,127745599.2
2013-06-03T01:00:00Z,2.255359,2.382285,2.021036,2.177252,289024524,137223846.7
2013-07-01T01:00:00Z,2.177252,2.323704,2.089381,2.245596,202418958,144016365.9
2013-08-01T01:00:00Z,2.274886,2.352994,2.069854,2.128435,155369051,146745367.4
2013-09-02T01:00:00Z,2.118671,2.372521,2.089381,2.226069,172853633,148890098.6
2013-10-01T01:00:00Z,2.235833,2.31394,2.187015,2.31394,157778923,150640649.3
2013-11-01T01:00:00Z,2.304177,2.304177,2.157725,2.167488,125163570,151960929
2013-12-02T01:00:00Z,2.157725,2.216306,2.0308,2.147961,151559946,155638210.9
2014-01-01T01:00:00Z,2.167488,2.196779,2.0308,2.079617,137728791,154672723.4
2014-02-03T01:00:00Z,2.069854,2.128435,2.011273,2.108908,147847130,156507626.1
2014-03-03T01:00:00Z,2.089381,2.226069,2.079617,2.206542,137607930,156554074.8
2014-04-01T01:00:00Z,2.196779,2.323704,2.177252,2.235833,141276714,158230324.6
2014-05-01T01:00:00Z,2.265123,2.440865,2.245596,2.401811,132903657,158753806.8
2014-06-02T01:00:00Z,2.401811,2.411575,2.206542,2.245596,167177359,160237501.8
2014-07-01T01:00:00Z,2.235833,2.304177,2.226069,2.274886,108507593,159323532.6
2014-08-01T01:00:00Z,2.255359,2.304177,2.226069,2.294413,92779563,158193554.1
2014-09-01T01:00:00Z,2.294413,2.323704,2.177252,2.196779,138252167,158462311.3
2014-10-01T01:00:00Z,2.196779,2.28465,2.138198,2.177252,195461390,162926199.2
2014-11-03T01:00:00Z,2.187015,2.294413,2.167488,2.28465,162605215,161569712.9
2014-12-01T01:00:00Z,2.274886,2.411575,2.216306,2.323704,157029321,158886340.8
2015-01-01T01:00:00Z,2.333467,2.56779,2.304177,2.401811,218555760,159595059.8
2015-02-02T01:00:00Z,2.421338,2.5385,2.294413,2.411575,175036678,153895667.5
2015-03-02T01:00:00Z,2.411575,2.5385,2.382285,2.528736,214207505,154485094.8
2015-04-01T01:00:00Z,2.528736,2.645898,2.382285,2.411575,251122898,159272787.2
2015-05-01T01:00:00Z,2.401811,2.489683,2.352994,2.352994,187970093,160028610.2
2015-06-01T01:00:00Z,2.352994,2.450629,2.31394,2.401811,226469654,163463146.7
2015-07-01T01:00:00Z,2.382285,2.440865,2.31394,2.362758,185090784,166459507.4
2015-08-03T01:00:00Z,2.362758,2.392048,2.089381,2.177252,239765079,170869764.1
2015-09-01T01:00:00Z,2.187015,2.333467,2.079617,2.28465,212285649,174597607
2015-10-01T01:00:00Z,2.265123,2.460392,2.235833,2.333467,212229008,177816700.9
2015-11-02T01:00:00Z,2.294413,2.333467,2.147961,2.333467,212504087,181561508.7
2015-12-01T01:00:00Z,2.31394,2.392048,2.157725,2.22826,182621119,183628729
2016-01-01T01:00:00Z,2.22826,2.296671,2.042571,2.267352,241820763,189074584.3
2016-02-01T01:00:00Z,2.267352,2.384629,2.208713,2.345536,218815094,191656471
2016-03-01T01:00:00Z,2.35531,2.433494,2.286898,2.335763,225172971,197489739.9
2016-04-01T01:00:00Z,2.32599,2.472586,2.286898,2.404175,191320140,202416768.8
2016-05-02T01:00:00Z,2.394402,2.413948,2.189167,2.238033,258827498,208445535.3
2016-06-01T01:00:00Z,2.238033,2.472586,2.208713,2.423721,208886030,209116767.3
2016-07-01T01:00:00Z,2.413948,2.511678,2.365083,2.394402,213742171,211673615.1
2016-08-01T01:00:00Z,2.404175,2.462813,2.35531,2.394402,219543560,214799327.1
2016-09-01T01:00:00Z,2.413948,2.462813,2.316217,2.462813,263537075,217048392.8
2016-10-03T01:00:00Z,2.462813,2.472586,2.296671,2.316217,255823226,221087720.2
2016-11-01T01:00:00Z,2.316217,2.345536,2.150075,2.296671,339547828,227354736.4
2016-12-01T01:00:00Z,2.306444,2.365083,2.179394,2.218486,235312856,226564234.3
2017-01-02T01:00:00Z,2.238033,2.413948,2.22826,2.404175,218274920,228079475.6
2017-02-01T01:00:00Z,2.384629,2.443267,2.345536,2.443267,194350205,226473503.2
2017-03-01T01:00:00Z,2.433494,2.482359,2.365083,2.462813,194802006,226959064.3
2017-04-03T01:00:00Z,2.472586,2.560544,2.443267,2.501905,158275402,222884580.4
2017-05-01T01:00:00Z,2.501905,2.58009,2.462813,2.560544,212845238,222912559.9
2017-06-01T01:00:00Z,2.550771,2.697367,2.531225,2.550771,233917544,223996986.7
2017-07-03T01:00:00Z,2.560544,2.677821,2.492132,2.638728,215178312,224130697.9
2017-08-01T01:00:00Z,2.638728,2.638728,2.540998,2.599636,177059011,223852592.5
2017-09-01T01:00:00Z,2.619182,2.677821,2.58009,2.599636,183400730,220931590.9
2017-10-02T01:00:00Z,2.599636,2.697367,2.58009,2.677821,168740203,218427846.3
2017-11-01T01:00:00Z,2.668048,2.697367,2.550771,2.58009,197700495,217054222.5
2017-12-01T01:00:00Z,2.58009,2.668048,2.570317,2.658275,124070333,213691732.2
2018-01-01T01:00:00Z,2.648501,2.795097,2.648501,2.697367,213640156,211432365.1
2018-02-01T01:00:00Z,2.677821,2.70714,2.482359,2.589863,236564125,212816269.8
2018-03-01T01:00:00Z,2.58009,2.648501,2.511678,2.570317,200491777,212153750.1
2018-04-02T01:00:00Z,2.589863,2.677821,2.560544,2.609409,189397305,210646437.4
2018-05-01T01:00:00Z,2.609409,2.628955,2.560544,2.599636,152345553,205086861.3
2018-06-01T01:00:00Z,2.58009,2.638728,2.511678,2.58009,165099207,200550660.3
2018-07-02T01:00:00Z,2.58009,2.70714,2.540998,2.687594,171488551,192147696.5
2018-08-01T01:00:00Z,2.697367,2.716913,2.638728,2.677821,171815928,188972850.1
2018-09-03T01:00:00Z,2.668048,2.677821,2.492132,2.58009,287581574,192438182.8
2018-10-01T01:00:00Z,2.560544,2.58009,2.394402,2.462813,270290124,196235178.7
2018-11-01T01:00:00Z,2.462813,2.560544,2.45304,2.511678,219022470,197446201.9
2018-12-03T01:00:00Z,2.521451,2.570317,2.472586,2.511678,223073325,200686098.1
2019-01-02T01:00:00Z,2.501905,2.70714,2.482359,2.677821,309484570,205518064.7
2019-02-01T01:00:00Z,2.687594,2.775551,2.638728,2.736459,195670277,203605701.3
2019-03-01T01:00:00Z,2.746232,2.863509,2.716913,2.843963,200917846,202892678
2019-04-01T01:00:00Z,2.863509,2.971013,2.80487,2.93192,240254520,206052453.5
2019-05-02T01:00:00Z,2.93192,2.990559,2.80487,2.853736,277502309,210757532.4
2019-06-03T01:00:00Z,2.843963,3.068743,2.814644,3.049197,244891644,214565104.5
2019-07-01T01:00:00Z,3.05897,3.127382,2.922147,2.990559,283387238,218849441.6
2019-08-01T01:00:00Z,2.990559,3.039424,2.941694,3.010105,226804188,223986134.4
2019-09-02T01:00:00Z,3.010105,3.156701,3.000332,3.049197,220087667,224308509.9
2019-10-01T01:00:00Z,3.049197,3.127382,3.000332,3.098063,215089134,223234760.4
2019-11-01T01:00:00Z,3.127382,3.137155,2.846999,2.976862,404606460,233440494.5
2019-12-02T01:00:00Z,2.966873,3.056778,2.886957,2.966873,206305628,234285910.7
2020-01-02T01:00:00Z,2.966873,3.146683,2.956883,3.146683,224381673,237887716.7
2020-02-03T01:00:00Z,3.106725,3.346472,3.046788,3.056778,319110036,245588258.1
2020-03-02T01:00:00Z,3.026809,3.476336,2.217662,2.82702,800245017,277026081.4
2020-04-01T01:00:00Z,2.81703,2.996841,2.497368,2.966873,362225114,286546540.7
2020-05-04T01:00:00Z,2.876967,3.136694,2.807041,3.126704,240972357,284216079.9
2020-06-01T01:00:00Z,3.136694,3.316504,2.966873,3.166662,283594515,284881299.4
2020-07-01T01:00:00Z,3.176652,3.646157,3.146683,3.536272,272638667,287562109.3
2020-08-03T01:00:00Z,3.57623,3.58622,3.276546,3.316504,225943707,287705628.4
2020-09-01T01:00:00Z,3.286536,3.356462,3.176652,3.236588,244843308,284473565.3
2020-10-01T01:00:00Z,3.236588,3.316504,2.856988,2.876967,246456809,287012891.9
2020-11-02T01:00:00Z,2.876967,3.256567,2.876967,2.97,397415335,296837766.3
2020-12-01T01:00:00Z,2.99,3.03,2.88,2.98,280032400,298826660.3
2021-01-04T01:00:00Z,2.98,3.16,2.96,3.08,302441300,300073609.9
2021-02-01T01:00:00Z,3.08,3.18,2.94,2.94,217387784,298698416.9
2021-03-01T01:00:00Z,2.96,3.09,2.83,3.05,339635423,301510826.1
2021-04-01T01:00:00Z,3.08,3.15,3.04,3.11,163512900,298346261.7
2021-05-03T01:00:00Z,3.12,3.13,2.85,2.93,336673393,304175548
2021-06-01T01:00:00Z,2.93,3,2.89,2.95,258414840,306341833.3
2021-07-01T01:00:00Z,2.95,3.15,2.93,3.12,224250193,297324020
2021-08-02T01:00:00Z,3.13,3.18,3.04,3.04,235925200,298804998.6
2021-09-01T01:00:00Z,3.05,3.14,3,3,264986460,300835237.9
2021-10-01T01:00:00Z,3,3.11,2.93,3.09,253288300,297544151.1
2021-11-01T01:00:00Z,3.11,3.13,2.92,2.92,257887218,270426261.2
2021-12-01T01:00:00Z,2.93,3.01,2.89,2.95,192066927,261918351.8
2022-01-03T01:00:00Z,2.96,3,2.76,2.76,228370700,261288269
2022-02-03T01:00:00Z,2.77,2.91,2.76,2.77,251935500,259705318.2
2022-03-01T01:00:00Z,2.78,2.97,2.78,2.93,290604400,260603604.9
2022-04-01T01:00:00Z,2.94,2.96,2.84,2.86,177136500,258163244.5
2022-05-04T01:00:00Z,2.86,2.87,2.67,2.79,280146400,259928399.1
2022-06-01T01:00:00Z,2.78,2.88,2.71,2.85,268839473,261047532.3
2022-07-01T01:00:00Z,2.85,2.98,2.82,2.97,194452400,250899385.6
2022-08-01T01:00:00Z,2.95,3.03,2.82,2.82,239519365,248873733.8
2022-09-01T01:00:00Z,2.83,2.92,2.68,2.7,211530300,244328183.8
